ss_item_sk,avg(ss_net_profit),sum(ss_net_profit)
3880,-758.1474,-72024
3881,-574.0541,-63720
3882,-316.9836,-19336
3883,-838.2441,-250635
3884,-805.0748,-118346
3885,-987.5414,-131343
3886,-841.4286,-100130
3887,-718.4914,-83345
3888,-712.9286,-39924
3889,-754.1284,-246600
3890,-824.9891,-151798
3891,-1011.0574,-123349
3892,-1061.8073,-115737
3893,-1023.9826,-117758
3894,-583.3455,-32084
3895,-882.7719,-232169
3896,-717.3681,-130561
3897,-817.3636,-98901
3898,-722.7604,-69385
3899,-786.5000,-89661
3900,-645.3962,-34206
3901,-930.0942,-256706
3902,-738.0663,-133590
3903,-704.1066,-85901
3904,-1127.4107,-126270
3905,-1188.5082,-144998
3906,-605.6522,-41790
3907,-816.2031,-208948
3908,-710.6303,-117254
3909,-916.4103,-107220
3910,-1259.4750,-151137
3911,-558.8333,-60354
3912,-957.1471,-65086
3913,-790.1651,-248902
3914,-768.6857,-134520
3915,-1093.5676,-121386
3916,-896.4068,-105776
3917,-1061.0769,-110352
3918,-626.0702,-35686
3919,-751.0440,-205035
3920,-978.0549,-178006
3921,-1017.4444,-119041
3922,-1042.9533,-111596
3923,-910.5984,-111093
3924,-698.2676,-49577
3925,-895.1803,-263183
3926,-883.4494,-157254
3927,-728.5354,-72125
3928,-723.1226,-76651
3929,-743.3750,-89205
3930,-832.2877,-60757
3931,-841.9652,-241644
3932,-821.5399,-133911
3933,-1027.2975,-124303
3934,-1150.5917,-138071
3935,-738.2571,-77517
3936,-371.2941,-18936
3937,-687.5733,-211085
3938,-675.3370,-122236
3939,-746.1905,-78350
3940,-1063.7551,-104248
3941,-1276.2857,-160812
3942,-992.6071,-55586
3943,-777.5824,-202949
3944,-992.0643,-169643
3945,-845.0775,-109015
3946,-781.7981,-81307
3947,-702.8091,-77309
3948,-999.7455,-54986
3949,-924.9897,-268247
3950,-746.5769,-116466
3951,-715.6111,-77286
3952,-722.3097,-81621
3953,-730.9122,-108175
3954,-880.7333,-39633
3955,-833.2508,-259141
3956,-523.2810,-80062
3957,-443.5865,-58997
3958,-931.0560,-116382
3959,-1022.8017,-118645
3960,-1239.9464,-69437
3961,-863.0674,-243385
3962,-849.7680,-153808
3963,-614.6429,-60235
3964,-1046.4356,-105690
3965,-731.8268,-92942
3966,-350.0741,-18904
3967,-823.1424,-237065
3968,-899.2635,-150177
3969,-965.2308,-112932
3970,-1152.0721,-127880
3971,-800.3729,-94444
3972,-968.4918,-59078
3973,-1016.4044,-324233
3974,-735.4743,-128708
3975,-816.1288,-107729
3976,-516.3396,-54732
3977,-1091.2051,-127671
3978,-456.3400,-22817
3979,-958.1100,-287433
3980,-896.8662,-140808
3981,-821.9815,-88774
3982,-735.3760,-91922
3983,-670.0244,-82413
3984,-836.9636,-46033
3985,-807.4464,-226085
3986,-732.3311,-108385
3987,-555.9127,-70045
3988,-568.3509,-64792
3989,-619.1130,-71198
3990,-719.6833,-43181
3991,-832.6579,-253128
3992,-827.5000,-143985
3993,-986.6850,-125309
3994,-956.9470,-126317
3995,-849.1515,-84066
3996,-902.4423,-46927
3997,-890.6525,-271649
3998,-792.1557,-132290
3999,-852.3333,-94609
4000,-866.6111,-93594
4001,-703.1765,-83678
4002,-1068.0833,-64085
4003,-809.7385,-210532
4004,-748.6306,-117535
4005,-750.0305,-98254
4006,-926.7248,-101013
4007,-910.6396,-101081
4008,-1304.1167,-78247
4009,-896.1796,-254515
4010,-787.5263,-134667
4011,-830.5085,-98000
4012,-833.4902,-85016
4013,-1136.6518,-127305
4014,-912.2807,-52000
4015,-809.3882,-246054
4016,-947.5723,-157297
4017,-878.2959,-86073
4018,-900.3423,-99938
4019,-1135.9524,-119275
4020,-1269.7368,-96500
4021,-778.6987,-242954
4022,-905.8043,-166668
4023,-565.6697,-61658
4024,-587.7248,-64062
4025,-809.7705,-98792
4026,-1052.4706,-71568
4027,-861.1484,-243705
4028,-687.5532,-129260
4029,-1061.7009,-124219
4030,-677.3000,-74503
4031,-853.0935,-91281
4032,-790.6379,-45857
4033,-695.6897,-181575
4034,-876.5965,-149898
4035,-832.4488,-105721
4036,-1040.6174,-119671
4037,-771.9145,-90314
4038,-1063.5375,-85083
4039,-832.4048,-240565
4040,-982.5455,-151312
4041,-1068.8280,-99401
4042,-894.0076,-117115
4043,-953.9504,-115428
4044,-919.9773,-40479
4045,-868.9435,-261552
4046,-984.8087,-180220
4047,-565.1280,-70641
4048,-876.0654,-93739
4049,-550.7717,-50671
4050,-1042.1549,-73993
4051,-693.6074,-206695
4052,-783.3757,-135524
4053,-1041.6944,-112503
4054,-922.7009,-107956
4055,-786.3828,-100657
4056,-765.4898,-37509
4057,-977.4815,-290312
4058,-958.5691,-173501
4059,-738.2000,-88584
4060,-765.6454,-107956
4061,-634.8241,-68561
4062,-741.1091,-40761
4063,-714.5171,-229360
4064,-648.6647,-108327
4065,-1009.1290,-125132
4066,-897.8879,-96074
4067,-717.4769,-93272
4068,-742.7586,-43080
4069,-796.5214,-223026
4070,-548.1097,-84957
4071,-562.2018,-64091
4072,-780.3022,-108462
4073,-894.1391,-102826
4074,-964.8077,-50170
4075,-941.9000,-254313
4076,-747.6140,-127842
4077,-512.1261,-60943
4078,-1089.5701,-116584
4079,-840.4771,-91612
4080,-438.6078,-22369
4081,-829.5536,-232275
4082,-534.6437,-93028
4083,-832.0776,-96521
4084,-690.1417,-82817
4085,-877.1373,-89468
4086,-724.7419,-44934
4087,-940.5176,-294382
4088,-984.2529,-171260
4089,-778.0154,-101142
4090,-902.3910,-120018
4091,-872.7768,-97751
4092,-975.5079,-61457
4093,-796.2652,-261175
4094,-1024.3797,-191559
4095,-733.6694,-90975
4096,-766.1000,-99593
4097,-949.1849,-112953
4098,-602.2642,-31920
4099,-647.0418,-185701
4100,-786.6199,-134512
4101,-778.0345,-90252
4102,-786.4912,-89660
4103,-983.6768,-97384
4104,-1227.5122,-50328
4105,-928.4952,-292476
4106,-1047.1105,-180103
4107,-1033.2627,-121925
4108,-859.1652,-98804
4109,-713.0079,-89839
4110,-807.1167,-48427
4111,-959.4797,-260019
4112,-759.3552,-138962
4113,-642.1250,-66781
4114,-784.4857,-82371
4115,-1133.4538,-147349
4116,-653.1273,-35922
4117,-785.9477,-255433
4118,-919.8571,-180292
4119,-635.2705,-77503
4120,-909.8654,-94626
4121,-1033.1349,-130175
4122,-1373.0364,-75517
4123,-960.5737,-299699
4124,-705.9364,-122127
4125,-739.6140,-84316
4126,-770.3000,-107842
4127,-1053.5517,-122212
4128,-931.8475,-54979
4129,-913.5490,-261275
4130,-647.1875,-113905
4131,-988.2609,-113650
4132,-770.3525,-93983
4133,-790.4188,-92479
4134,-724.2222,-45626
4135,-863.6026,-260808
4136,-978.5657,-171249
4137,-712.7944,-76269
4138,-722.9244,-86028
4139,-1020.2500,-122430
4140,-418.8448,-24293
4141,-919.5511,-251957
4142,-731.2438,-116999
4143,-949.7049,-115864
4144,-609.1210,-75531
4145,-952.6486,-105744
4146,-962.4118,-65444
4147,-719.3965,-205028
4148,-627.0123,-101576
4149,-1000.0000,-112000
4150,-933.9825,-106474
4151,-1047.7077,-136202
4152,-685.8070,-39091
4153,-784.8367,-230742
4154,-679.0435,-124944
4155,-708.9435,-87909
4156,-1014.8148,-109600
4157,-749.6635,-77965
4158,-880.0563,-62484
4159,-782.5584,-214421
4160,-795.7088,-144819
4161,-605.8909,-66648
4162,-1134.9271,-108953
4163,-744.8406,-102788
4164,-1172.2813,-75026
4165,-892.7407,-265144
4166,-828.6950,-116846
4167,-956.7941,-97593
4168,-1052.6452,-130528
4169,-795.2202,-86679
4170,-841.5556,-60592
4171,-711.7382,-225621
4172,-804.4944,-143200
4173,-823.2598,-104554
4174,-620.7121,-81934
4175,-668.9752,-80946
4176,-954.8846,-49654
4177,-818.0694,-235604
4178,-718.7181,-107089
4179,-911.2212,-102968
4180,-952.1067,-142816
4181,-551.5225,-61219
4182,-1165.7333,-69944
4183,-772.8386,-244217
4184,-896.4551,-149708
4185,-679.6328,-86993
4186,-1076.8960,-134612
4187,-830.0331,-100434
4188,-450.2679,-25215
4189,-919.8878,-270447
4190,-782.8902,-128394
4191,-777.2500,-99488
4192,-929.6767,-123647
4193,-793.9920,-99249
4194,-1252.2500,-75135
4195,-796.7710,-208754
4196,-672.6685,-119735
4197,-961.4825,-109609
4198,-712.0924,-84739
4199,-620.4250,-74451
4200,-735.8143,-51507
4201,-692.5302,-218147
4202,-673.0652,-123844
4203,-420.4035,-47926
4204,-875.8291,-102472
4205,-878.5631,-90492
4206,-1275.3051,-75243
4207,-867.6529,-252487
4208,-949.5895,-180422
4209,-780.3097,-88175
4210,-784.3303,-85492
4211,-1071.9450,-116842
4212,-504.1525,-29745
4213,-612.7836,-164226
4214,-917.8563,-146857
4215,-1026.4352,-110855
4216,-596.7333,-62657
4217,-962.0847,-113526
4218,-621.8400,-31092
4219,-595.3591,-177417
4220,-735.6686,-124328
4221,-1010.6909,-111176
4222,-801.7333,-84182
4223,-917.7438,-111047
4224,-788.0455,-52011
4225,-1039.5395,-302506
4226,-911.8497,-175987
4227,-1079.8219,-157654
4228,-743.6696,-85522
4229,-623.7944,-66746
4230,-570.9184,-27975
4231,-922.8629,-296239
4232,-611.3571,-128385
4233,-641.4298,-73123
4234,-707.9573,-82831
4235,-995.1250,-119415
4236,-1055.0179,-59081
4237,-894.9379,-259532
4238,-816.3610,-167354
4239,-1149.0583,-118353
4240,-807.0286,-84738
4241,-845.8720,-105734
4242,-770.0789,-58526
4243,-697.1568,-200084
4244,-1051.9421,-199869
4245,-1084.3191,-152889
4246,-1084.5984,-137744
4247,-883.0417,-84772
4248,-808.9130,-37210
4249,-679.8066,-207341
4250,-1067.6977,-183644
4251,-849.7250,-101967
4252,-519.4206,-65447
4253,-654.1707,-80463
4254,-610.5797,-42130
4255,-770.6629,-203455
4256,-838.1731,-130755
4257,-797.9697,-105332
4258,-668.6429,-74888
4259,-956.8850,-108128
4260,-940.8710,-58334
4261,-694.5186,-204883
4262,-748.1467,-137659
4263,-918.8020,-92799
4264,-1129.2952,-118576
4265,-880.6328,-112721
4266,-830.4167,-49825
4267,-866.8908,-253999
4268,-848.3516,-154400
4269,-1056.9735,-119438
4270,-727.0976,-89433
4271,-801.6400,-80164
4272,-1132.7761,-75896
4273,-742.6930,-234691
4274,-567.0181,-94125
4275,-1146.3644,-135271
4276,-691.7600,-86470
4277,-803.9244,-95667
4278,-645.4655,-37437
4279,-997.4272,-322169
4280,-735.5521,-119895
4281,-1006.1983,-116719
4282,-828.5294,-98595
4283,-702.0163,-86348
4284,-843.1250,-40470
4285,-877.5823,-277316
4286,-874.6417,-163558
4287,-922.1963,-98675
4288,-689.0090,-76480
4289,-982.0435,-112935
4290,-679.0735,-46177
4291,-661.5591,-184575
4292,-813.1975,-127672
4293,-1100.1765,-130921
4294,-941.9444,-118685
4295,-847.9107,-94966
4296,-940.7966,-55507
4297,-903.0735,-245636
4298,-834.8411,-126061
4299,-680.6122,-66700
4300,-1114.6421,-105891
4301,-912.0160,-114002
4302,-960.5000,-61472
4303,-802.8525,-223193
4304,-976.9872,-152410
4305,-738.5727,-81243
4306,-842.9836,-102844
4307,-910.8333,-92905
4308,-676.2833,-40577
4309,-846.4618,-276793
4310,-785.2209,-135058
4311,-485.7043,-55856
4312,-821.3000,-106769
4313,-987.0000,-106596
4314,-1020.8088,-69415
4315,-992.6644,-289858
4316,-803.7059,-150293
4317,-610.1593,-68948
4318,-705.5175,-80429
4319,-1128.4057,-119611
4320,-725.3281,-46421
4321,-686.0132,-207862
4322,-814.9209,-144241
4323,-734.5810,-77131
4324,-687.6348,-79078
4325,-719.9748,-85677
4326,-185.1273,-10182
4327,-846.7045,-260785
4328,-759.2179,-135900
4329,-782.4080,-97801
4330,-777.4758,-96407
4331,-1078.8558,-112201
4332,-914.1452,-56677
4333,-869.4305,-256482
4334,-863.8971,-151182
4335,-545.3902,-67083
4336,-723.5656,-88275
4337,-904.2936,-98568
4338,-784.2143,-43916
4339,-873.6871,-270843
4340,-918.7849,-170894
4341,-767.6040,-77528
4342,-774.2621,-79749
4343,-972.6993,-139096
4344,-236.6786,-13254
4345,-941.2778,-271088
4346,-1230.6122,-241200
4347,-912.9695,-119599
4348,-1018.3481,-137477
4349,-755.1304,-86840
4350,-851.1698,-45112
4351,-803.3614,-228958
4352,-793.0756,-136409
4353,-759.9369,-84353
4354,-1201.1622,-133329
4355,-718.7805,-88410
4356,-571.9841,-36035
4357,-771.4441,-241462
4358,-786.9641,-131423
4359,-766.3548,-95028
4360,-866.3301,-89232
4361,-1051.2018,-119837
4362,-653.3284,-43773
4363,-712.1873,-201549
4364,-954.4425,-166073
4365,-838.3143,-117364
4366,-722.5780,-78761
4367,-848.8306,-105255
4368,-1392.8219,-101676
4369,-803.3346,-216097
4370,-872.3418,-137830
4371,-860.4340,-91206
4372,-1056.8909,-116258
4373,-747.9817,-81530
4374,-612.8077,-31866
4375,-733.3961,-187016
4376,-998.3873,-172721
4377,-875.9217,-100731
4378,-779.7863,-91235
4379,-765.0242,-94863
4380,-1027.9464,-57565
4381,-849.1434,-236911
4382,-879.5833,-147770
4383,-810.8922,-82711
4384,-761.8571,-85328
4385,-931.3793,-108040
4386,-857.4821,-48019
4387,-824.5906,-245728
4388,-1016.7953,-173872
4389,-806.3793,-93540
4390,-887.4000,-97614
4391,-1082.7281,-123431
4392,-694.9800,-34749
4393,-901.0885,-234283
4394,-874.3459,-139021
4395,-804.0000,-91656
4396,-906.1983,-105119
4397,-655.8595,-79359
4398,-676.1270,-42596
4399,-736.3964,-206191
4400,-668.7350,-133747
4401,-909.6852,-98246
4402,-949.0109,-87309
4403,-986.3000,-108493
4404,-809.9643,-45358
4405,-602.5307,-166901
4406,-695.5246,-127281
4407,-991.5288,-103119
4408,-835.6596,-78552
4409,-825.9063,-105716
4410,-959.2128,-45083
4411,-966.8497,-276519
4412,-819.3455,-156495
4413,-823.5508,-97179
4414,-708.0208,-67970
4415,-704.0413,-85189
4416,-1036.2500,-66320
4417,-747.7020,-225806
4418,-1000.9032,-155140
4419,-971.2417,-116549
4420,-954.7480,-121253
4421,-542.7965,-61336
4422,-857.0690,-49710
4423,-823.1219,-229651
4424,-735.7711,-122138
4425,-929.6348,-106908
4426,-944.7778,-102036
4427,-916.2389,-103535
4428,-988.0385,-51378
4429,-734.6288,-193942
4430,-793.4474,-150755
4431,-662.5210,-78840
4432,-926.9840,-115873
4433,-723.7087,-91911
4434,-774.0175,-44119
4435,-891.1362,-229022
4436,-858.1696,-146747
4437,-849.6852,-91766
4438,-817.1271,-96421
4439,-810.2868,-110199
4440,-1102.0164,-67223
4441,-798.2739,-241877
4442,-919.0503,-164510
4443,-840.5968,-104234
4444,-937.7795,-119098
4445,-1168.9569,-135599
4446,-980.3284,-65682
4447,-639.2133,-182815
4448,-583.8366,-89327
4449,-547.2885,-56918
4450,-599.5470,-70147
4451,-940.0783,-108109
4452,-1026.9138,-59561
4453,-843.3815,-227713
4454,-882.1053,-167600
4455,-1097.5250,-131703
4456,-811.4078,-83575
4457,-709.1034,-82256
4458,-783.9434,-41549
4459,-736.0096,-228899
4460,-797.3911,-142733
4461,-751.9360,-93992
4462,-490.5417,-58865
4463,-876.9847,-114885
4464,-912.4789,-64786
4465,-972.3244,-254749
4466,-951.9076,-175151
4467,-919.8415,-75427
4468,-733.3271,-78466
4469,-672.8889,-78728
4470,-759.1964,-42515
4471,-665.3148,-202921
4472,-794.4294,-140614
4473,-1194.0777,-122990
4474,-957.2541,-116785
4475,-902.1293,-104647
4476,-1003.9821,-56223
4477,-864.5678,-236027
4478,-686.1792,-118709
4479,-940.1759,-101539
4480,-978.1034,-113460
4481,-768.1583,-92179
4482,-403.1324,-27413
4483,-667.9299,-181009
4484,-876.7663,-161325
4485,-895.4917,-107459
4486,-898.9550,-99784
4487,-940.1165,-96832
4488,-877.6866,-58805
4489,-794.5231,-223261
4490,-659.2386,-116026
4491,-760.1359,-78294
4492,-471.5952,-59421
4493,-893.4600,-89346
4494,-643.9219,-41211
4495,-756.1232,-214739
4496,-839.5282,-163708
4497,-761.2308,-79168
4498,-608.8700,-60887
4499,-685.8376,-80243
4500,-805.8214,-45126
4501,-790.0890,-230706
4502,-851.0116,-146374
4503,-1033.2857,-137427
4504,-734.4510,-74914
4505,-1062.8796,-114791
4506,-1033.7083,-74427
4507,-902.4485,-245466
4508,-912.0603,-181500
4509,-1004.8644,-118574
4510,-850.3455,-93538
4511,-646.5294,-76937
4512,-712.8889,-38496
4513,-793.4861,-199165
4514,-903.2865,-167108
4515,-821.6316,-93666
4516,-882.6048,-109443
4517,-1114.5645,-138206
4518,-810.4000,-40520
4519,-889.5313,-256185
4520,-1104.4485,-182234
4521,-1208.4921,-152270
4522,-822.6977,-70752
4523,-638.5225,-70876
4524,-854.4783,-39306
4525,-857.8141,-230752
4526,-817.7554,-150467
4527,-528.7290,-56574
4528,-777.3203,-99497
4529,-544.8740,-69199
4530,-778.1087,-35793
4531,-942.5699,-256379
4532,-1153.3026,-175302
4533,-1104.1776,-118147
4534,-787.2018,-85805
4535,-1254.5385,-130472
4536,-434.0882,-29518
4537,-683.0847,-201510
4538,-870.7000,-156726
4539,-912.0083,-109441
4540,-801.9896,-76991
4541,-646.2960,-80787
4542,-1076.3333,-64580
4543,-946.1236,-252615
4544,-1053.5758,-208608
4545,-808.3162,-94573
4546,-668.8085,-62868
4547,-897.5259,-104113
4548,-1252.7826,-57628
4549,-792.4931,-229823
4550,-744.7386,-131074
4551,-875.2549,-89276
4552,-796.4758,-98763
4553,-981.6396,-108962
4554,-678.8167,-40729
4555,-774.2242,-217557
4556,-832.7213,-152388
4557,-871.4911,-97607
4558,-548.0083,-65761
4559,-924.2762,-97049
4560,-877.2188,-56142
4561,-1007.7739,-285200
4562,-753.0663,-125009
4563,-696.7419,-86396
4564,-817.3860,-93182
4565,-537.8291,-62926
4566,-586.6167,-35197
4567,-700.3462,-200299
4568,-941.4474,-178875
4569,-696.4338,-94715
4570,-556.4393,-59539
4571,-779.3390,-91962
4572,-935.5593,-55198
4573,-826.7525,-247199
4574,-1121.4821,-188409
4575,-836.4574,-107903
4576,-755.1379,-87596
4577,-898.1504,-101491
4578,-667.0615,-43359
4579,-884.3333,-252035
4580,-795.7751,-134486
4581,-744.7165,-94579
4582,-800.8837,-103314
4583,-771.7295,-94151
4584,-543.2152,-42914
4585,-898.7086,-271410
4586,-851.4737,-161780
4587,-793.0833,-114204
4588,-1021.0244,-125586
4589,-780.6814,-88217
4590,-1008.1563,-64522
4591,-778.9892,-216559
4592,-522.4970,-88302
4593,-655.9417,-78713
4594,-1038.4444,-121498
4595,-807.3009,-91225
4596,-998.9231,-64930
4597,-899.0493,-273311
4598,-716.9607,-127619
4599,-872.3333,-104680
4600,-726.6838,-85022
4601,-663.8947,-75684
4602,-619.7538,-40284
4603,-859.3060,-241465
4604,-1044.9560,-166148
4605,-835.8382,-113674
4606,-893.0857,-93774
4607,-723.7748,-80339
4608,-1334.9153,-78760
4609,-738.9896,-212829
4610,-809.9053,-136874
4611,-716.4492,-84541
4612,-630.7576,-83260
4613,-1235.6891,-147047
4614,-425.2340,-19986
4615,-843.9351,-259932
4616,-633.7614,-111542
4617,-688.9434,-73028
4618,-675.9545,-74355
4619,-635.4000,-66717
4620,-710.8387,-44072
4621,-816.7992,-207467
4622,-924.0714,-155244
4623,-903.6667,-89463
4624,-730.5179,-81818
4625,-626.0826,-68243
4626,-1154.4930,-81969
4627,-834.2993,-245284
4628,-1147.3943,-200794
4629,-386.4957,-45220
4630,-844.7064,-92073
4631,-875.5600,-87556
4632,-802.5500,-48153
4633,-837.6507,-244594
4634,-813.4573,-133407
4635,-853.3214,-95572
4636,-799.6000,-83958
4637,-1006.0847,-118718
4638,-976.9697,-64480
4639,-719.7854,-187864
4640,-744.7011,-129578
4641,-763.6333,-91636
4642,-1069.4375,-136888
4643,-931.4851,-124819
4644,-559.6230,-34137
4645,-980.9097,-282502
4646,-941.6935,-175155
4647,-969.5366,-119253
4648,-935.9412,-111377
4649,-779.4144,-86515
4650,-1016.4262,-62002
4651,-903.7279,-255755
4652,-1002.6702,-191510
4653,-1006.7931,-116788
4654,-967.4167,-92872
4655,-855.7236,-105254
4656,-987.9815,-53351
4657,-799.9895,-228797
4658,-666.4556,-119962
4659,-864.0755,-91592
4660,-568.3300,-56833
4661,-791.1707,-97314
4662,-337.8182,-22296
4663,-1142.0535,-341474
4664,-780.2800,-156056
4665,-590.5917,-70871
4666,-912.6381,-95827
4667,-543.7727,-59815
4668,-544.0417,-39171
4669,-939.5068,-276215
4670,-600.1149,-104420
4671,-1164.6923,-136269
4672,-595.5152,-78608
4673,-798.7209,-103035
4674,-840.6034,-48755
4675,-952.4173,-264772
4676,-717.8935,-121324
4677,-817.4715,-100549
4678,-990.6032,-124816
4679,-904.2000,-113025
4680,-1182.1698,-62655
4681,-959.1413,-271437
4682,-668.9740,-128443
4683,-761.6204,-104342
4684,-730.1475,-89078
4685,-997.0174,-114657
4686,-649.8462,-42240
4687,-702.5000,-227610
4688,-710.8405,-115867
4689,-681.3333,-79716
4690,-783.4959,-96370
4691,-1040.1525,-122738
4692,-713.1579,-54200
4693,-884.6530,-237087
4694,-680.4130,-125196
4695,-973.4914,-112925
4696,-1065.8190,-111911
4697,-622.7571,-87186
4698,-1108.3898,-65395
4699,-814.8175,-205334
4700,-817.5640,-140621
4701,-1049.9316,-122842
4702,-722.9914,-83867
4703,-995.8197,-121490
4704,-874.4528,-46346
4705,-792.2926,-246403
4706,-690.5000,-117385
4707,-420.6944,-45435
4708,-837.2069,-97116
4709,-581.9760,-72747
4710,-1076.3617,-50589
4711,-911.7143,-261662
4712,-987.6807,-163955
4713,-680.5299,-79622
4714,-1033.2558,-133290
4715,-515.8264,-62415
4716,-761.8500,-45711
4717,-717.2903,-200124
4718,-859.3721,-147812
4719,-777.1513,-92481
4720,-918.6555,-109320
4721,-1069.6891,-127293
4722,-685.3784,-50718
4723,-753.4396,-205689
4724,-1062.2921,-189088
4725,-732.7265,-85729
4726,-675.0313,-64803
4727,-832.6505,-85763
4728,-1020.9032,-63296
4729,-715.8316,-204012
4730,-796.8848,-152205
4731,-641.4194,-79536
4732,-916.5763,-108156
4733,-903.0598,-105658
4734,-866.4167,-51985
4735,-725.6309,-230025
4736,-809.7989,-140905
4737,-643.6055,-70153
4738,-549.9831,-64898
4739,-810.5714,-90784
4740,-914.9733,-68623
4741,-822.4504,-231931
4742,-925.6393,-169392
4743,-563.3008,-69286
4744,-1015.4667,-121856
4745,-1063.6117,-109552
4746,-661.9677,-41042
4747,-721.1176,-232921
4748,-642.1250,-102740
4749,-879.3137,-89690
4750,-991.6154,-103128
4751,-853.2437,-101536
4752,-1021.0952,-64329
4753,-718.0068,-210376
4754,-1107.9236,-173944
4755,-785.5667,-94268
4756,-889.3125,-99603
4757,-834.0177,-94244
4758,-970.2545,-53364
4759,-855.1232,-242855
4760,-669.2754,-111769
4761,-923.5600,-115445
4762,-698.2397,-101943
4763,-1031.7258,-127934
4764,-945.5455,-52005
4765,-874.6794,-229166
4766,-1006.0000,-163978
4767,-691.2500,-94010
4768,-743.9587,-90019
4769,-787.9485,-76431
4770,-751.2419,-46577
4771,-841.0939,-259898
4772,-658.7880,-121217
4773,-542.0729,-52039
4774,-725.6906,-100871
4775,-712.1770,-80476
4776,-641.7344,-41071
4777,-839.7622,-240172
4778,-794.6213,-134291
4779,-665.6525,-78547
4780,-709.0656,-86506
4781,-757.1765,-90104
4782,-886.4255,-41662
4783,-695.8230,-212226
4784,-679.8994,-121702
4785,-873.8544,-90007
4786,-700.8917,-84107
4787,-811.2941,-96544
4788,-1026.5625,-65700
4789,-928.6561,-264667
4790,-735.0714,-123492
4791,-603.3727,-66371
4792,-1046.3000,-115093
4793,-691.4522,-79517
4794,-704.3492,-44374
4795,-734.3900,-220317
4796,-767.1429,-139620
4797,-956.5814,-123399
4798,-1145.5833,-123723
4799,-959.7541,-117090
4800,-589.9362,-27727
